lead_code,wa_msgs_sent,wa_msgs_read,wa_msgs_failed,wa_unique_responses,bot_calls,bot_answered,bot_avg_duration,human_calls,human_answered,human_avg_duration,field_visits,met_customer,door_locked,shifted,sms_sent,sms_failed
LDSMFG_100061,1.0,1.0,0.0,0.0,1.0,1.0,174.0,2.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100062,7.0,3.0,1.0,1.0,2.0,1.0,143.5,1.0,0.0,74.0,2.0,0.0,1.0,1.0,0.0,0.0
LDSMFG_100063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_100064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100065,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_100066,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0
LDSMFG_100067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100068,1.0,1.0,0.0,0.0,1.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100069,1.0,1.0,0.0,1.0,1.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100070,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100071,5.0,3.0,0.0,0.0,1.0,1.0,227.0,2.0,0.0,245.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100072,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100073,4.0,3.0,0.0,0.0,2.0,0.0,76.5,1.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100074,2.0,1.0,0.0,0.0,2.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100075,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100076,1.0,1.0,0.0,0.0,1.0,0.0,243.0,1.0,0.0,253.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_100077,4.0,1.0,2.0,1.0,5.0,0.0,137.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100078,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100079,5.0,0.0,3.0,0.0,3.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100080,3.0,2.0,1.0,0.0,1.0,0.0,7.0,2.0,2.0,189.5,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100081,4.0,2.0,0.0,1.0,1.0,1.0,43.0,1.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100082,3.0,1.0,0.0,0.0,2.0,1.0,153.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100084,0.0,0.0,0.0,0.0,1.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100085,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100086,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100087,2.0,1.0,0.0,0.0,1.0,1.0,133.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100088,3.0,2.0,0.0,1.0,3.0,1.0,213.33333333333334,1.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100089,1.0,0.0,0.0,0.0,1.0,0.0,219.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100090,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,181.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_100091,2.0,1.0,0.0,0.0,1.0,0.0,290.0,1.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100092,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100093,4.0,1.0,1.0,1.0,3.0,1.0,56.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100094,1.0,0.0,1.0,0.0,1.0,0.0,239.0,2.0,1.0,181.5,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100096,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100097,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100098,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100099,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100100,4.0,1.0,0.0,0.0,1.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100101,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,209.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_100103,3.0,1.0,0.0,0.0,2.0,0.0,180.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_100104,2.0,1.0,0.0,1.0,1.0,0.0,42.0,4.0,1.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100105,1.0,1.0,0.0,0.0,2.0,1.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100106,2.0,0.0,0.0,0.0,4.0,1.0,116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100107,3.0,2.0,1.0,1.0,1.0,1.0,93.0,1.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100108,3.0,1.0,0.0,0.0,1.0,0.0,240.0,2.0,0.0,192.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_100109,6.0,2.0,1.0,0.0,1.0,0.0,169.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_100110,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100111,2.0,2.0,0.0,0.0,1.0,0.0,242.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100112,5.0,3.0,0.0,1.0,2.0,2.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100113,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100114,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_100115,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LDSMFG_100116,4.0,3.0,0.0,0.0,1.0,0.0,89.0,1.0,1.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100117,1.0,0.0,0.0,0.0,2.0,0.0,93.0,2.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100118,2.0,0.0,0.0,0.0,3.0,1.0,131.33333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100119,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100120,4.0,4.0,0.0,1.0,1.0,1.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100121,3.0,3.0,0.0,0.0,1.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100122,1.0,1.0,0.0,1.0,1.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100123,2.0,0.0,1.0,0.0,1.0,0.0,255.0,1.0,1.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100124,7.0,3.0,2.0,1.0,1.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,121.5,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100126,3.0,1.0,1.0,1.0,1.0,0.0,231.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100127,3.0,1.0,0.0,0.0,2.0,1.0,162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100128,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,115.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100129,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100130,1.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100131,3.0,3.0,0.0,1.0,1.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100132,4.0,3.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100133,2.0,1.0,1.0,0.0,1.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100134,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100135,3.0,1.0,0.0,1.0,1.0,0.0,201.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100137,5.0,3.0,0.0,0.0,1.0,0.0,169.0,1.0,1.0,242.0,2.0,0.0,2.0,0.0,0.0,0.0
LDSMFG_100138,1.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100139,5.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100140,2.0,1.0,0.0,0.0,1.0,0.0,103.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_100141,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
LDSMFG_100142,4.0,0.0,2.0,1.0,1.0,0.0,38.0,1.0,1.0,166.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100143,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,156.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_100144,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100146,2.0,1.0,0.0,1.0,1.0,0.0,11.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100147,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100150,3.0,1.0,0.0,0.0,1.0,1.0,89.0,1.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100151,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100152,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100153,4.0,2.0,0.0,0.0,1.0,0.0,155.0,1.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100154,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100155,2.0,1.0,0.0,0.0,1.0,0.0,43.0,1.0,1.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100156,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100157,2.0,0.0,0.0,0.0,2.0,1.0,52.0,2.0,0.0,58.5,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100158,0.0,0.0,0.0,0.0,2.0,1.0,194.5,4.0,2.0,137.25,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100160,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100161,4.0,2.0,1.0,0.0,1.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100162,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_100163,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100164,3.0,2.0,0.0,0.0,1.0,1.0,211.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
LDSMFG_100165,1.0,0.0,0.0,0.0,1.0,0.0,253.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_100166,3.0,3.0,0.0,0.0,1.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100167,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,109.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100168,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100169,2.0,1.0,0.0,1.0,1.0,1.0,273.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100170,3.0,1.0,0.0,1.0,2.0,0.0,210.0,2.0,1.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100171,1.0,1.0,0.0,0.0,2.0,1.0,225.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100172,5.0,3.0,0.0,1.0,2.0,0.0,56.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100173,0.0,0.0,0.0,0.0,1.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100174,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,142.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_100175,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100177,1.0,1.0,0.0,0.0,1.0,0.0,135.0,2.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100178,5.0,1.0,0.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
LDSMFG_100179,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100180,1.0,1.0,0.0,0.0,2.0,0.0,224.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_100182,3.0,1.0,0.0,0.0,2.0,0.0,78.5,1.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100183,2.0,1.0,0.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100184,0.0,0.0,0.0,0.0,4.0,0.0,199.25,4.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_100185,2.0,1.0,0.0,0.0,3.0,1.0,232.33333333333334,1.0,0.0,176.0,2.0,1.0,0.0,1.0,0.0,0.0
LDSMFG_100186,3.0,2.0,0.0,0.0,1.0,0.0,55.0,1.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
